original_name,suggested_db_id,description,size
34bfdc6bde6342e986b83a89ce50b1ec,laundry_hamper_01,"A grey fabric laundry hamper with white piping trim. The object is cylindrical and collapsible, featuring a handle on the front rim and a vertical seam running down the back. A small rectangular label is visible near the top edge. It rests on a wooden platform.","""[1.533, 1.098, 1.451]"""
34c8da7f258a4630b0ff1aa1d3c50812,voxel_bear_character_01,"A voxel-style 3D character model resembling a stylized bear or cat. It features a white head with dark grey ears, a dark grey torso, and a peach-colored chest piece with yellow square details. The character has dark grey arms with white hands and stands on yellow blocky feet. The geometry is composed of cubic blocks, typical of voxel art or Minecraft-style avatars.","""[4.745, 12.191, 3.481]"""
34d0c99f5a944175b965d2ebbb3bcc1a,blue_ears_01,"A pair of stylized ears, primarily dark blue with pink inner details. The object consists of two symmetrical, organic shapes designed to represent human or humanoid ears, likely intended for a character model. The lateral view reveals the curvature of the ear canal and cartilage in pink, set against the dark blue outer rim.","""[0.658, 0.357, 0.347]"""
34e59730f0f045da85f741a4094d4a02,hexagonal_crate_01,"A hexagonal prism-shaped crate or container constructed from light orange or peach-colored panels, resembling wood or cardboard. A dark grey horizontal band encircles the middle of the object, acting as a binding or structural element. The superior view reveals a hollow interior with darker brown inner surfaces, confirming its function as a box.","""[12.247, 14.091, 14.786]"""
34eaddd2c97340f191b4eb22c8614a89,white_crown_molding_01,"A long, white architectural crown molding. The object is a linear element with a flat top surface and a decorative, curved profile along the bottom edge. It appears to be made of painted wood or MDF and is designed for interior decoration, likely installed at the junction of a wall and ceiling.","""[1000.000, 72.017, 75.113]"""
350a204a16ac45d5bf2dd44428c57d95,stone_frame_structure_01,"A grey, blocky rectangular frame structure constructed from stone-textured blocks. It features a base platform, vertical pillars, and a top frame, creating an open, skeletal appearance similar to a ruin or gazebo. Dark, flat rectangular plates float above the structure, likely representing a roof or debris. The object is a low-poly or voxel-style architectural asset.","""[8.845, 6.043, 14.414]"""
350a7aa6faa34322ac166f0c54416854,voxel_grid_assembly,"A composite 3D object consisting of three distinct elements arranged in a triangular formation. The first element is a 4x4 grid of colored squares, resembling a color palette, positioned to the left and slightly back. The second element is a sparse grid of white and cyan cubes, forming a pixelated pattern, positioned centrally and forward. The third element is a twisted, ribbon-like structure with a gradient of purple, red, yellow, and cyan colors, positioned to the right.","""[39.814, 16.043, 26.410]"""
3527697210be454db4582401ef7e8744,modern_white_bench_01,"A modern, minimalist white bench featuring a long, low horizontal seat. The design is asymmetrical, with one end consisting of a tall, solid vertical panel and the opposite end featuring a backrest made of vertical slats supported by a triangular truss structure. The material appears to be smooth and matte, resembling painted wood, concrete, or plastic.","""[194.317, 94.840, 342.684]"""
352bbebaf2d942b380c09caebebef1ef,wooden_metal_crate_01,"A rectangular transport crate featuring vertical wooden planks for the walls and back, enclosed within a reddish-brown metal frame. The front face is reinforced with diagonal metal cross-braces forming a central triangular support structure. The object rests on small metal feet and is depicted in various states: empty, filled with green apples, filled with potatoes, filled with red tomatoes, and filled with grey stones.","""[1.379, 0.987, 4.809]"""
353802b08d814faa858dd3ed61ca44c6,white_cornice_01,"A white architectural cornice molding, likely made of plaster or a similar composite material. The profile features a flat top ledge, a prominent concave curve (cyma), a decorative frieze with a repeating pattern, and a flat bottom block. It is a linear element designed for interior wall or ceiling decoration.","""[364.000, 157.550, 138.081]"""
35756d83ac0b4d7489a2449e51c25baf,grey_cup_01,"A grey, tapered cylindrical container with a cream-colored lid and a pink base ring. The interior is white and features a brown rectangular prism attached to the inner wall.","""[26.469, 20.468, 7.652]"""
35762512b30747938e885c36df780f40,trophy_collection_01,"A collection of fantasy-themed trophies and awards arranged in a horizontal line. The set includes shield-shaped trophies and sword trophies in dark and gold variations, with some featuring blue glowing effects. Small ring or coin objects are also present. The items appear to be made of metal, with gold plating and dark finishes, designed as game assets or achievement rewards.","""[43.792, 14.639, 2.000]"""
3595e1f6fee94eb28b02e4040043930f,unknown_object,Unrecognizable or abstract object.,"""[42130.000, 12200.000, 10640.000]"""
359d67c481d24b718d6594eefd2b9347,wooden_plank_01,"A long, rectangular wooden plank made of weathered timber. The board is thin and flat with rough, uneven edges and a visible grain pattern featuring cracks and darker patches indicative of age. It appears to be a piece of lumber suitable for construction or rustic structural elements.","""[0.825, 3.043, 0.804]"""
35a737cba6d142bb9b5ae84730e05f5b,snoopy_figure_01,"A 3D model of a white dog resembling the character Snoopy, featuring a white body, grey ears, and a grey nose. The figure is depicted in a prone, lying-down pose. It is positioned on a light blue, flat, rectangular platform or base. The model has a matte, solid shader appearance typical of simulation assets.","""[39.000, 20.000, 27.762]"""
35c0f13c32a34c119b3356ff28e4b357,unknown_object,Unrecognizable or abstract object.,"""[5601.343, 7034.738, 7895.001]"""
35e0d565ee944962bbbe417bea2df161,unknown_object,Unrecognizable or abstract object.,"""[1515.000, 26.000, 1559.000]"""
35ea36cd26ad41a9bfe12b8f8607f1a8,female_knight_sword_01,"A 3D model of a female knight character with blonde hair, clad in white and silver plate armor with black accents. She wields a large silver broadsword. The character is positioned on a circular stone platform engraved with gold geometric patterns, including a central triangle and concentric rings. The model is shown in various poses, including a standing combat stance and a prone position on the base.","""[5.614, 3.775, 5.444]"""
361220ece0344bfda9a63d377ecab931,gingerbread_house_01,"A 3D model of a gingerbread house featuring a brown, dough-like texture with white icing details. The structure has a pitched roof with a diamond lattice pattern, a chimney on the left side, and small windows. It sits on a base covered in white material resembling snow, surrounded by colorful candies and small decorative elements.","""[81.330, 29.528, 79.135]"""
363db6316e284004abf006000dbc1151,industrial_steel_frame_01,"A grey 3D model of a structural steel frame representing the skeleton of a large industrial building or warehouse. The structure is composed of a grid of vertical columns and horizontal beams. The layout features a section with multiple smaller bays on the left side and a large, open-span area on the right side. The entire frame is elevated on vertical piles or stilts that extend downwards, suggesting a foundation system. The material is rendered as a uniform grey, typical of raw steel in architectural visualization.","""[46.210, 14.020, 23.995]"""
365237f8922d4eb2a0096b2f372a0186,unknown_object,Unrecognizable or abstract object.,"""[0.020, 0.022, 0.009]"""
3653fcc6732e42c69dba3c9f5360e268,plague_doctor_character_01,"A 3D character model of a humanoid figure standing in a T-pose. The figure is dressed in a light grey hooded sweatshirt, dark grey trousers, and white sneakers. The head is covered by a white plague doctor mask featuring a long beak and goggles, topped with a small black top hat. The arms are extended horizontally to the sides.","""[3.093, 3.528, 0.886]"""
365f2f93d77c4d26b55fe5b0c105988a,framed_rgb_screen_01,"A rectangular object featuring a dark brown wooden frame surrounding a central display surface. The display shows a high-frequency vertical pattern of red, green, and blue stripes, resembling a close-up view of an LCD screen's subpixels or a digital glitch art print. The frame has a uniform, thin profile visible in the side and top views.","""[3.133, 2.420, 0.328]"""
367977f6ff444997a0963f9409b3cc04,unknown_object,Unrecognizable or abstract object.,"""[46769.000, 10958.380, 45657.110]"""
36b22590bda84708835aaa240795eac3,wooden_house_frame_01,"A 3D structural model of a wooden building frame, representing a residential house under construction. The object features an L-shaped footprint with a taller, multi-story section on the left and a lower, single-story wing extending to the right. The model visualizes the internal framing system, including vertical wall studs (colored green), horizontal plates, floor joists, and roof trusses (colored red and pink). The superior view clearly delineates the L-shaped layout and the arrangement of interior walls and roof supports.","""[19.882, 4.347, 20.246]"""
36c582dae0594acdb0fa7daedd439561,wooden_stump_01,"A large, cut tree stump featuring a flat, greyish top surface with visible cracks and wood grain, surrounded by a dark brown, rough bark rim. The sides display a textured, bark-like appearance, and the cut face reveals horizontal growth rings.","""[1.733, 1.642, 1.310]"""
36e08644d28241f48024cbab16011733,audi_police_car_01,"A silver Audi A4 Avant station wagon configured as a German police vehicle. The car features blue and yellow Battenburg markings on the sides, hood, and trunk. The word 'POLIZEI' is printed in white on the side doors and hood. A blue emergency light bar is mounted on the roof. The front grille displays the Audi four-ring logo. The license plate 'LSA 47909' is visible on the front bumper and roof.","""[6.156, 1.749, 3.356]"""
36e43e1c3a7c4c18bd097b80a8a72d9c,unknown_object,Unrecognizable or abstract object.,"""[415.117, 286.648, 293.535]"""
36f9bd206c674fd0819c1cfb013c5a84,white_seat_wooden_leg_chair_01,"A chair featuring a white seat and backrest supported by a light-colored bentwood frame. The legs are curved, extending outward at the base, characteristic of bentwood furniture design. The white seat and backrest appear to be a single unit or attached panels secured with visible screws. The backrest is upright with a rounded top edge.","""[0.486, 0.833, 0.580]"""
37176fdd7c924e56b04c319e1f251cbd,red_character_01,"A red, stylized 3D character model with a rectangular body, three dark facial features (resembling two eyes and a mouth), and blue appendages resembling arms or horns. The model exhibits a low-poly, somewhat distorted geometry, appearing thick and blocky in the frontal view but thin and strip-like in the lateral view, with a visible yellow ridge along the back.","""[8.206, 10.993, 6.750]"""
37411343e6184eb1af500bc468fe49f9,popcorn_bucket_and_3d_glasses,"A 3D asset group featuring a cylindrical popcorn bucket with vertical blue and white stripes, filled with white popcorn. Next to it lies a pair of white-framed anaglyph 3D glasses with distinct red and blue lenses. Several individual popcorn kernels are scattered on the ground near the bucket.","""[21.201, 11.010, 19.172]"""
37443c7437064a789bf745f0eb4f64ff,island_01,"A small, low-poly island terrain chunk. It features a grassy mound on the left, a small wooden structure in the center, and a few stylized green trees on the right. The landmass is surrounded by a flat, light blue plane representing water. The visual style is blocky and simple, typical of voxel-based games or simulation environments.","""[96.775, 12.883, 96.775]"""
3757e61110514b729c55baca9daa748c,white_cactus_01,"A white, smooth, stylized 3D model of a cactus. The object features a bulbous, rounded base that tapers into a central stem with multiple upward-pointing spikes or arms. The surface is matte and untextured, resembling clay or plastic. It appears to be a decorative 3D asset.","""[0.283, 0.637, 0.346]"""
375f7b0ab4fd463f89c3b1a702fd653d,bee_01,"A 3D model of a bee featuring a segmented abdomen with alternating orange and black bands. The thorax is primarily orange with black markings, and the head is black with antennae. It possesses two pairs of translucent, veined wings and six jointed black legs. The texture suggests a chitinous exoskeleton typical of insects.","""[12.385, 16.387, 13.601]"""
3772fa5203f9460d99ba8929315535df,wooden_tv_01,"A flat-screen television with a dark, wood-textured frame. The screen displays a colorful, distorted pattern with vertical rainbow stripes, resembling a moiré effect or digital static. The object is thin and rectangular, consistent with a modern monitor or TV set.","""[2.420, 3.133, 0.109]"""
3782337418fd48b28acad94451302b67,blue_bowl_01,"A blue, spherical bowl with a thick rim and a matte finish. The object is hollow with a wide opening at the top, resembling a generic container or cup. The surface has a slightly grainy texture typical of 3D assets.","""[100.085, 91.010, 98.425]"""
3788555afb0944dc8aceb4674764a3dc,wooden_plank_01,"A flat, rectangular wooden plank or panel standing vertically. The object is light beige in color, resembling light wood or plastic. The frontal view displays its wide, flat face, the lateral view shows its thin edge profile, and the superior view reveals the top edge as a thin horizontal line, indicating negligible thickness.","""[5.921, 0.998, 0.061]"""
37948798800b42d1b99b262d24c7a475,white_vendor_cart_01,"A white, wooden vendor cart or mobile food stall. The structure features a rectangular frame with a flat canopy roof supported by vertical posts. The front facade has horizontal slats, and the interior contains shelves holding props like a wooden barrel and bottles. It is mounted on wheels, including a large spoked wheel visible on the side, and is accompanied by two simple stools for seating.","""[5.377, 4.669, 8.528]"""
37ac91113a034b84bee4bae07f2bc883,door_frame_01,"A light grey, U-shaped door frame or archway. The structure consists of two vertical side posts and a horizontal top lintel, forming an open rectangular passage. The side posts appear to be segmented with a horizontal joint or seam near the middle. The object is thin and planar, suggesting a material like painted wood or metal with a smooth, matte finish.","""[6.757, 6.013, 0.300]"""
37ddbac76f9e4b25910b9b7ac42492ec,winged_monster_01,"A 3D model of a bipedal fantasy creature resembling a gargoyle or bat-man. It features a muscular, brown-skinned torso with defined abdominal muscles and a navel. The head has large pointed ears, red eyes, and prominent fangs. Large, tan-colored membranous wings extend from the back. The arms are long with dark fur on the upper parts and end in large white claws. The legs are somewhat humanoid but end in clawed feet, and a tail is visible from the rear view.","""[518.040, 379.745, 372.431]"""
37df6966291445ab9d8095cb3f79ab8d,female_elf_character_model_01,"A white, untextured 3D base mesh of a female humanoid character with pointed ears, suggesting an elf or fantasy race. The model features female anatomical characteristics such as breasts and a curved waist. It is posed in a standing position with arms slightly extended to the sides. The surface is smooth and matte, indicating a raw model or clay render without applied textures or clothing.","""[2.768, 6.140, 1.000]"""
37e797594bb546cdb1def407a5189c17,standing_stone_01,"A tall, vertical stone slab or monolith standing upright. The object is made of rough, grey stone with a weathered texture, featuring patches of white and green discoloration likely from lichen or moss. It has a roughly rectangular cross-section and appears to be a natural rock formation or a weathered marker.","""[34.901, 32.103, 37.324]"""
37f2819e82cf4cf18421a5021674cb40,wooden_side_table_with_lamp,"A round side table constructed from light-colored wood, featuring a flat circular top and a base composed of multiple splayed legs radiating from a central point to a dark, flat circular foot. A table lamp sits on the surface, featuring a white spherical base, a twisted dark metal stem, and a white cylindrical shade.","""[16.745, 21.305, 16.896]"""
381086abc4e845218d167c7bab756777,unknown_object,Unrecognizable or abstract object.,"""[180.000, 4.854, 180.000]"""
3824e8b2a05d4f0990bd4ed82b35ce0d,pink_floral_decal_01,"A flat, decorative panel or wall decal featuring a vertical arrangement of large pink flowers, resembling tulips, accompanied by scattered petals and two small butterflies. The design is bordered by dark brown curved lines on the sides and top, creating a stylized frame. The object has negligible depth, appearing as a 2D surface.","""[0.678, 0.948, 0.000]"""
382b72279b114c73befcbdbb6637820b,kitchen_knife_01,"A kitchen knife with a white metallic blade and a black handle. The frontal view displays the knife standing upright, showing the vertical alignment of the white blade above the black handle. The superior view shows the blade from above as a horizontal white rectangle. The lateral view is blank, indicating the thin profile of the blade edge.","""[971.859, 898.393, 80.100]"""
38368ff9eecd414399a42eef6471b436,fossil_ammonite_01,"A fossilized ammonite shell fragment. The object is composed of stone with a rough, earthy texture in shades of beige and brown. It exhibits a distinct spiral structure in the superior view, characteristic of coiled cephalopod shells. The lateral view reveals a curved, elongated profile.","""[10.494, 2.371, 8.873]"""
3851c64a96234ca2b04f319f2c905217,barrel_sauna_01,A cylindrical wooden barrel sauna constructed from light-colored vertical staves secured by metal hoops. It features a vertical metal chimney pipe extending from the top center. The structure includes a set of wooden steps for entry and a separate wooden lid or cover lying adjacent to the main body. The top surface is covered with a dark material and wooden slats.,"""[239.838, 337.389, 244.037]"""
386629230df9465888976d4cd96e54e3,stone_slab_01,"A tall, vertical stone slab standing upright. The object is made of weathered grey stone or concrete, featuring a rough texture covered in patches of white lichen and green moss, especially concentrated at the top edge. The lateral view confirms it is a thin, flat slab. The superior view shows the top surface, which appears broken or hollowed out with a dark interior cavity. It resembles a monolith, a broken pillar, or a large gravestone.","""[12.531, 33.870, 13.197]"""
387d0aa846a947e3b4e6ad13d4c3886d,terrain_tile_01,"A rectangular 3D terrain mesh representing a slice of a landscape. The surface features a winding river or stream channel cutting through the center. The texture and coloration indicate topographical variation, with green areas suggesting vegetated lowlands and yellow areas indicating higher, drier elevations. The object appears to be a modular environment asset designed for simulation or mapping purposes.","""[2.412, 0.167, 2.718]"""
38838e2ef0a6463b8c3fd13c4eb2aad6,unknown_object,Unrecognizable or abstract object.,"""[21289.090, 7018.724, 142816.600]"""
38b97662fb10435b99316b8e8ec851f4,unknown_object,Unrecognizable or abstract object.,"""[14.283, 2.719, 9.818]"""
38c1cae829f046e2888824caaceba0b9,rectangular_table_01,"A rectangular table featuring a flat white top surface supported by a dark grey metal frame. The frame consists of four legs connected by horizontal cross-braces near the base, creating a sturdy, industrial-style design. The table is elongated, with the length significantly greater than the width.","""[6.803, 16.102, 16.183]"""
38c9c6bf6d664c0ab355125dec73cce8,unknown_object,Unrecognizable or abstract object.,"""[1416.984, 1960.200, 1055.000]"""
38cd4ee0559b4948a0e8894baf400646,blue_knot_01,"A light blue, tubular object shaped into a trefoil knot. The material appears to be a smooth, matte plastic or clay-like substance. It is a single continuous loop that twists and interlocks with itself, forming a classic mathematical knot structure.","""[1.827, 1.445, 1.827]"""
38d2c5c7b1e94691b0a61d192d4a8b4a,celebi_3d_model,"A 3D character model resembling the Pokémon Celebi. The object features a white, spherical head with large blue eyes and a blue gem on the forehead. It has long, greyish-brown pointed ears and a light green headband that wraps around the head. The body is slender with a green waistband and tapers into two white, pointed legs. A long, light green tail-like appendage extends down the back. The model has a smooth, matte finish typical of stylized game assets.","""[1.169, 1.567, 0.510]"""
3912ce8b89bb41b6abd5a195c909a1d6,red_sofa_01,"A red, two-seater sofa upholstered in a plush, velvet-like fabric. The furniture features a boxy, modern design with high back cushions, wide armrests, and small dark feet supporting the frame.","""[1.044, 1.028, 2.070]"""
391952ba56ee4a4f8effdaf78afc67cb,chuwi_laptop_01,"A dark grey Chuwi laptop computer shown in an open position. The device features a rectangular screen displaying a bright white circular light against a dark background, with the brand logo visible on the bottom bezel. The base unit contains a standard QWERTY keyboard, a central trackpad, and manufacturer stickers on the palm rest area. The laptop has a slim, rectangular chassis with a visible hinge connecting the display to the keyboard deck.","""[0.343, 0.252, 0.249]"""
3923771b5ed949d89d8cfdee6fbd564a,unknown_object,Unrecognizable or abstract object.,"""[1393464.000, 92667.480, 1562930.000]"""
39652658c56d4a37a0d7471bbe81c489,bacon_market_ornament,"A flat, circular ornament shaped like a distressed bottle cap. The object features a serrated white rim and a light blue center with a black silhouette of a pig. Text reading ""BACON"" and ""FARMERS MARKET"" curves around the top and bottom edges, with the word ""bacon"" in script below the animal. A small loop at the top indicates it is a hanging decoration.","""[78.913, 97.690, 1.041]"""
3977393766dc494a90a6d2aee93432e0,stone_stele_01,"A vertical grey stone stele with a rectangular shape. The front face features vertical columns of carved characters in the upper section and a relief carving of a lotus flower at the base. The stone has a weathered texture with rough, natural edges on the sides and top. It functions as a historical monument or memorial marker.","""[0.565, 1.267, 0.695]"""
39836d3dc5da40af89215c8796654890,unknown_object,Unrecognizable or abstract object.,"""[1683.500, 2444.000, 2714.000]"""
399736e6a96b4129ac3c40c9155e1154,green_shrub_01,"A low-poly 3D model of a green leafy plant, resembling a small shrub or succulent like an agave. The object features a central base with long, pointed leaves radiating outwards in a radial, star-like pattern. The leaves are olive-green and appear to have a slightly drooping or flexible posture. The geometry is simplified, typical of assets used for environmental foliage in simulation or game environments.","""[6.212, 3.294, 6.120]"""
39980084ae634990bc15dd65f3bceb63,shop_building_01,"A small, single-story shop building with yellow walls and a red slanted roof. The front facade features a brown door with a yellow doorknob, two blue windows with white cross-panes, and the text ""Shop!"" in white. The side view shows a long yellow wall with additional blue windows. The top view reveals the red roof surface. The asset appears to be a low-poly 3D model designed for a simulation or game environment.","""[14.902, 9.352, 11.400]"""
39a842f018214a18b0e4f327338403ff,modern_elevated_tower_01,"A 3D model of a small, modern elevated structure, resembling a lifeguard tower or a small guard post. The object features a raised platform accessible via a central staircase with white railings. The upper level is enclosed by walls with a grey, rough texture resembling concrete or stone, alongside sections of white vertical slats. The front facade includes glass doors or large windows. The structure is situated on a flat, textured beige ground plane.","""[8.378, 5.628, 8.769]"""
39b14f5d19ce4db1b219f37f24e5408e,unknown_object,Unrecognizable or abstract object.,"""[1360.000, 970.000, 3446.000]"""
39d96c58470146d5a7cecd91a8989ac9,unknown_object,Unrecognizable or abstract object.,"""[1546.000, 194.000, 1529.000]"""
39e84c34928a47a38a60cfdcbf22f60e,stone_flake_01,"A white, roughly triangular stone flake or fragment, likely a geological specimen or archaeological artifact. It features handwritten catalog numbers ""12-02"" and ""186-14"" on its face. The material appears to be a light-colored stone, possibly limestone or chalk, with a rough texture on the main face and smoother, curved edges visible from the side. The object is relatively thin, as seen in the lateral view, and has a flat, elongated top surface.","""[16.623, 20.866, 18.443]"""
39ea36146ae34b4782734a091b43d34e,wooden_desk_01,"A mid-century modern style wooden desk featuring a rectangular tabletop with a glossy finish. The structure is supported by four tapered, splayed legs made of reddish-brown wood. A central drawer unit is positioned beneath the tabletop, distinguished by a perforated or mesh-textured front panel with a small, round knob in the center. The surface texture indicates a polished wood grain.","""[122.000, 75.642, 61.000]"""
39f33eb4a21c446f855b283cf1eb1a2d,unknown_object,Unrecognizable or abstract object.,"""[12319.700, 10150.000, 9193.188]"""
3a1a2ba0228c438ead6ceb78dd9a766a,grey_elf_fantasy_character,"A 3D character model of a humanoid figure with grey skin and pointed elf ears. The figure wears a black long-sleeved shirt featuring a large, colorful heraldic shield emblem on the chest, divided into four quadrants of red, yellow, and green. The lower body is clad in reddish-brown, textured trousers that flare slightly at the ankles, paired with dark boots. A belt with pouches and a sheathed knife or dagger is attached to the right hip. The character stands in a neutral pose with arms slightly extended.","""[130.560, 180.409, 35.320]"""
3a1d0d4f5f7e48d4ab3e006caa8065aa,torso_mannequin_01,"A dark, textured torso form resembling a female mannequin or bust. The surface appears rough and matte, possibly covered in dark fabric or paint, with distinct patches of white material (likely plaster or filler) on the lower abdomen and shoulder area. The superior view reveals a hollow interior, confirming it is a shell or mold structure.","""[4.951, 6.518, 4.426]"""
3a3fd645c07d4fe4b60c0cd7604ceee4,ceiling_medallion_01,"A white, circular architectural ceiling medallion featuring a central mounting hole. The surface is decorated with a raised relief pattern of radiating, stylized leaf or petal shapes emanating from the center. The outer rim consists of concentric ridges. The object appears to be made of plaster, gypsum, or a similar white casting material, designed to serve as a decorative frame for a ceiling light fixture or chandelier.","""[380.000, 380.000, 35.743]"""
3a50efe6920749f1985bab4537b8afe5,white_feather_01,"A white, stylized 3D model of a feather. The object features a distinct central shaft and a vane with visible barbs, rendered in a low-poly style with a matte white finish. It has a gentle curve along its length, resembling a quill or a large plume.","""[1.317, 1.366, 0.826]"""
3a671319f1c94b4f8f60494a747c0565,persian_horn_01,"A curved, wooden wind instrument, resembling a Persian horn (Karnay). It features a long, tubular body that curves upwards, ending in a flared bell. The opposite end features a mouthpiece with a knob. Two suspension rings are attached to the side of the instrument. The material is light-colored wood with visible grain and text markings reading '7/8 PERSIAN'.","""[0.350, 0.072, 0.106]"""
3a7743c43edc4aff8dcefb1d3c39e371,unknown_object,Unrecognizable or abstract object.,"""[1959.041, 669.347, 1959.041]"""
3a9931b94b06455bb38b8f6b4e2480f3,sci_fi_gun_blade_01,"A low-poly 3D model of a futuristic hybrid weapon, resembling a gun-blade. It features a teal and orange color scheme with a pistol-style grip, a long barrel, and a slender blade extending from the side. The asset appears to be from a voxel-style game.","""[26.995, 24.112, 42.543]"""
3ac6d44c606d428795e0418c294f6b56,trade_show_booth_01,"A 3D model of a trade show booth or exhibition stand for a brand named ""Chelante"". The structure features a large brown header board with the brand name in pink script. The booth has a dark reddish-purple floor and brown side walls. Inside, there are various display units: a wooden counter with red metal framing on the left holding small bottles, a central counter area, and a distinctive display shaped like a large pink lip or fruit on the right, also holding bottles. The design suggests a cosmetics or perfume product showcase.","""[6.404, 4.203, 6.992]"""
3ac737f6bc0e46c69b198462841c9c95,unknown_object,Unrecognizable or abstract object.,"""[16850.000, 3920.002, 15950.000]"""
3ac7fd44ae624ecbaf17b74c84d1cd63,cartoon_mouse_asset_01,"A 3D model of a stylized cartoon mouse character, resembling Mickey Mouse. The figure features a white head with two black circular ears on top. The upper body includes a white section, followed by a dark grey cylindrical torso. The legs are white and cylindrical, terminating in white feet. White protrusions on the sides of the head suggest arms. The object has a matte finish, consistent with a 3D printed object or a low-poly game asset.","""[540.415, 1133.862, 460.171]"""
3ad191083ea449d99b53b5688e7221f1,unknown_object,Unrecognizable or abstract object.,"""[3722.500, 280.000, 2765.000]"""
3af7b60f4e5e49e2842a5477e7fffb77,white_staircase_01,"A white, modern staircase with a zig-zag or switchback design, featuring multiple flights and landings. The structure is set into a wooden floor platform, creating a visible stairwell shaft. The stairs have a white frame with dark treads, and the surface appears to have a noisy or textured material.","""[9.160, 8.140, 10.365]"""
3afd9b9ea8a045cfabd79db4756a8a10,unknown_object,Unrecognizable or abstract object.,"""[13740.000, 5500.001, 15700.000]"""
3b007b71f5cd4ddd8f185795c8918f51,white_glasses_01,"A pair of white eyeglasses or safety goggles. The object features a front frame with two distinct lens areas connected by a central bridge. Side temples extend backwards from the frame, curving slightly at the ends to rest behind the ears. The material appears to be a matte white plastic.","""[276.836, 265.068, 262.149]"""
3b00f9afed384645ae1826486080ff75,oz_portal_01,"A vertical, rectangular wooden frame prop featuring a large, circular stained-glass-style window. The window displays a colorful scene from 'The Wizard of Oz,' including the text 'OZ' at the top, a yellow brick road, and a castle in the background. The structure is mounted on a flat, grassy platform.","""[4.986, 3.427, 2.384]"""
3b3b5985f13d4fb18f645410b64db900,wooden_staircase_01,"A 3D model of a multi-level staircase featuring light wood treads and railings supported by white structural walls. The design appears to be a double-flight staircase with a central landing, viewed from frontal, lateral, and superior perspectives. The object casts a distinct shadow on the grey ground plane.","""[8.540, 5.955, 7.320]"""
3b577765e7b443109f5467708c8aa9db,unknown_object,Unrecognizable or abstract object.,"""[8.594, 3.088, 10.155]"""
3b72e8a8c97d48e0bbda1bd488b1bb20,wooden_board_01,"A thin, rectangular wooden board made of light-colored wood with a visible grain texture. The object features four small circular holes, one positioned near each of the four corners, suggesting it is designed for mounting or screwing onto a surface. It appears to be a shelf or a mounting plate.","""[0.441, 0.075, 0.440]"""
3b7c2f6e2f164d18b6865953b2d88ef1,adidas_ultraboost_sneaker_01,"A beige and cream Adidas Ultraboost sneaker featuring a knit upper, black speckled Boost midsole, and distinctive blue stripes with orange accents.","""[91.479, 88.292, 177.558]"""
3b7db4cf8e234fac9888925ea9c87fd0,gold_lattice_panel_01,"A flat, rectangular decorative panel made of a gold or brass-colored metal. The surface features a repeating geometric lattice pattern composed of interlocking circular shapes. The top and bottom edges are scalloped with a wavy profile. The object has minimal depth, appearing as a thin sheet or plaque suitable for wall mounting or as a section of a decorative screen.","""[2.725, 0.705, 0.030]"""
3b870dc505c54074bf60e058fc3eb6d4,wooden_ladder_01,"A weathered wooden ladder lying horizontally on the ground. The structure consists of two long parallel side rails connected by evenly spaced rungs. The object appears to be situated outdoors, with green vegetation and moss growing on and around it. The rungs are visible as vertical elements in the side view and as cross-beams in the top-down view.","""[9.078, 6.125, 9.112]"""
3bd4da807be946babf16c04ea2d06135,unknown_object,Unrecognizable or abstract object.,"""[16421.150, 8448.527, 12339.090]"""
3bde1ab67c6448169b604dedad6828d8,bicycle_cyan_rims_01,"A black-framed bicycle featuring distinctive cyan-colored rims on both wheels and matching cyan handlebar grips. The object displays a standard diamond frame geometry, a black saddle, drop handlebars, and a visible chain drive system connecting the pedals to the rear wheel. It appears to be a fixed-gear or single-speed model designed for urban riding.","""[2.000, 1.175, 0.623]"""
3be947411e8c4fae9fb5110134b6b179,unknown_object,Unrecognizable or abstract object.,"""[15043.930, 4323.230, 26283.740]"""
3bf6625eb21d42419e04663a2c23658e,voxel_humanoid_01,"A voxel-style 3D model of a humanoid figure. The character features blocky blonde and orange hair, a grey collar area, a green torso with teal accents on the sides, and long purple legs ending in black feet. The geometry is constructed from cubic units, consistent with voxel art or Minecraft-style assets. The superior view displays the top of the head and shoulders, confirming the blocky structure.","""[1.100, 3.100, 0.700]"""
3bfd32d02c944ca3ba44414ce9adbe68,church_rotunda_01,"A low-poly 3D model of a baroque-style rotunda church situated on a green, octagonal grassy base. The structure features a large, reddish-brown tiled dome topped with a central lantern and a golden finial. The white facade includes arched windows. Several white, low-poly rocks are scattered around the perimeter of the base, and a large golden anchor is positioned on the side.","""[225.563, 143.358, 214.523]"""
3bfe8a811e9c41b68077389d8d356511,white_sierpinski_tetrahedron_01,"A white 3D fractal object shaped as a Sierpinski tetrahedron. It is composed of numerous small, white, spherical clusters arranged in a recursive triangular pattern. The structure features a porous, lattice-like geometry with self-similar triangular voids at multiple scales. The material appears to be a matte white plastic or resin.","""[15.086, 15.068, 17.538]"""
3c02627eb2a94968a77aed369aea28dd,knight_statue_01,"A low-poly 3D model of a white knight statue standing on a tiered, geometric pedestal. The figure is depicted in a kneeling or bowing pose, holding a large rectangular shield with a cross design on its left side. The model is rendered in a uniform white material, resembling marble or untextured clay.","""[318.188, 535.483, 320.329]"""
